"","Country (ISO3 Code)","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both"
"2891","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,2424,494,5605,NA,NA,NA,NA,NA,2424,494,5605
"2892","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,5137,655,12976,"whoc",1,38327,-36513,111718,21732,-24006,97644
"2893","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,790,-2549,5064,"whoc",1,1755,-1702,4897,1273,-2177,4941
"2894","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,5404,1724,12286,"income",2,26418,-16075,67504,15911,-7064,61640
"2895","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,1961,-756,5867,"income",6,18925,941,36657,10443,-586,34304
"2896","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,3775,-546,10806,"whoc",1,32990,-28358,94128,18383,-19566,84451
"2897","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,3696,1396,8033,"whoc",2,9793,-4873,22673,6744,-1852,21287
"2898","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-333,-1804,698,NA,NA,NA,NA,NA,-333,-1804,698
"2899","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,2029,-1018,6661,"global",1,6361,-6621,18166,4195,-4245,16104
"2900","SVN","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,22646,3142,61658,"income",1,47574,-41155,143702,35110,-29384,126767
"2901","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,4218,1321,9740,"whoc",1,34635,-33267,102295,19426,-21736,90244
"2902","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,2535,824,5756,"income",2,35991,-14963,87168,19263,-7478,80852
"2903","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,3110,851,7102,"income",1,563,-412,1621,2261,-220,6596
"2904","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,1378,521,2956,"whoc",1,1292,-1110,3848,1335,-725,3500
"2905","SVN","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,1924,-522,5616,NA,NA,NA,NA,NA,1924,-522,5616
"2906","SVN","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,353,-19509,19170,NA,NA,NA,NA,NA,353,-19509,19170
"2907","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,299,-5109,5950,NA,NA,NA,NA,NA,299,-5109,5950
"2908","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,3140,886,7589,"whoc",4,1506,-6891,9776,2323,-5854,9099
"2909","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,5385,1150,13634,NA,NA,NA,NA,NA,5385,1150,13634
"2910","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,11336,1572,30649,"whoc",1,35640,-33542,107472,23488,-24412,94631
"2911","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,1928,-5406,10519,"whoc",1,1814,-1512,5293,1871,-4195,9034
"2912","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,11410,3765,25785,"income",2,26229,-11867,67363,18820,-6101,60753
"2913","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,4521,-1895,13986,"income",6,19499,1292,37713,12010,-1054,34900
"2914","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,8048,-641,22977,"whoc",1,30339,-34516,90678,19194,-22652,81823
"2915","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,8021,2996,17564,"whoc",2,10223,-4852,24512,9122,-1764,21777
"2916","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-733,-3575,1348,NA,NA,NA,NA,NA,-733,-3575,1348
"2917","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,4633,-2017,15202,"global",1,6283,-5304,18212,5458,-3953,17003
"2918","SWE","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,48673,4914,126035,"income",1,45925,-45667,140995,47299,-33418,134555
"2919","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,9171,2934,22280,"whoc",1,32815,-34393,96363,20993,-22184,89126
"2920","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,5547,1730,12662,"income",2,36660,-14988,85122,21103,-6364,78675
"2921","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,6765,1886,16434,"income",1,572,-514,1751,4701,-228,15341
"2922","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,2986,1155,6824,"whoc",1,1274,-1229,3983,2130,-901,5568
"2923","SWE","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,4616,-724,14316,NA,NA,NA,NA,NA,4616,-724,14316
"2924","SWE","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,1124,-41669,48072,NA,NA,NA,NA,NA,1124,-41669,48072
"2925","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","B-J","income",1,157,55,354,NA,NA,NA,NA,NA,157,55,354
"2926","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","BSI","global",29,128,45,273,"global",9,321,-135,759,224,-61,714
"2927","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","BSI","global",13,152,40,371,NA,NA,NA,NA,NA,152,40,371
"2928","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","glycopeptides","BSI","global",14,206,72,448,"global",5,2954,-618,6553,1580,-31,5838
"2929","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","BSI","whoc",1,485,180,1056,"global",12,216,-83,535,351,-44,900
"2930","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,102,40,210,"income",1,109,-107,330,106,-72,299
"2931","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","COL/INF","global",21,168,59,375,"global",10,3407,431,6630,1787,61,5982
"2932","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","glycopeptides","COL/INF","global",7,133,7,362,"global",4,20889,-2161,43046,10511,-12,39824
"2933","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","COL/INF","global",14,83,8,217,"global",7,2826,-3812,9969,1454,-3083,8835
"2934","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","RTI","global",7,9,-109,144,NA,NA,NA,NA,NA,9,-109,144
"2935","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","RTI","global",4,56,-194,375,"global",1,6329,-5552,19406,3193,-4005,16947
"2936","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","tb","mdr","RTI","global",3,3840,-1563,11549,"global",1,46618,-46389,141602,25229,-33105,124997
"2937","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","RTI","global",13,55,8,143,"global",5,-804,-5155,3777,-374,-4554,2965
"2938","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","SSI","global",2,196,69,442,"global",2,36803,-15510,90242,18499,-6055,83237
"2939","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","penicillins","SSTI","global",2,309,65,804,"global",2,632,-481,1743,471,-272,1554
"2940","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","3g cephalosporins","UTI","global",4,92,29,198,"global",2,1598,-702,4010,845,-370,3632
"2941","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gn","carbapenems","UTI","global",2,249,13,701,NA,NA,NA,NA,NA,249,13,701
"2942","SWZ","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","gp","glycopeptides","UTI","global",1,59,-1436,1540,NA,NA,NA,NA,NA,59,-1436,1540
"2943","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","penicillins","B-J","income",1,157,-1597,2155,NA,NA,NA,NA,NA,157,-1597,2155
"2944","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","3g cephalosporins","BSI","income",24,958,282,2299,"income",8,273,-203,778,615,-129,1980
"2945","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","carbapenems","BSI","income",10,1440,377,3620,NA,NA,NA,NA,NA,1440,377,3620
"2946","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","glycopeptides","BSI","income",14,1845,592,4396,"income",5,2847,-656,6295,2346,-50,5887
"2947","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","penicillins","BSI","income",25,767,247,1801,"income",12,214,-86,524,491,-44,1551
"2948","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","3g cephalosporins","COL/INF","whoc",1,898,329,1977,"whoc",1,118,-98,342,508,-65,1774
"2949","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","carbapenems","COL/INF","income",14,1814,479,4536,"income",6,18899,-914,37885,10357,466,35032
"2950","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","glycopeptides","COL/INF","income",7,1178,51,3233,"income",4,21716,-1648,43919,11447,13,41108
"2951","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","penicillins","COL/INF","income",13,815,37,2442,"income",7,3181,-4207,10772,1998,-3203,9579
"2952","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","3g cephalosporins","RTI","income",6,-233,-1144,415,NA,NA,NA,NA,NA,-233,-1144,415
"2953","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","carbapenems","RTI","income",3,349,-2089,3150,"global",1,6528,-5761,19375,3439,-4505,17317
"2954","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","tb","mdr","RTI","income",3,33327,-12483,109238,"income",1,48536,-50923,135430,40931,-34499,127683
"2955","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","penicillins","RTI","income",12,540,110,1455,"income",5,-846,-4911,3467,-153,-4455,2854
"2956","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","penicillins","SSI","income",2,1704,518,4033,"income",2,36364,-13689,88254,19034,-5782,78001
"2957","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","penicillins","SSTI","income",1,2092,572,5373,"income",1,565,-515,1786,1328,-357,4448
"2958","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","3g cephalosporins","UTI","income",4,801,239,1950,"income",2,1558,-572,3870,1180,-234,3575
"2959","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gn","carbapenems","UTI","income",2,2200,197,6056,NA,NA,NA,NA,NA,2200,197,6056
"2960","SYC","AFRO D","Sub-Saharan Africa","AFRO","High income","gp","glycopeptides","UTI","income",1,300,-11981,14029,NA,NA,NA,NA,NA,300,-11981,14029
"2961","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","penicillins","B-J","global",3,352,6,957,NA,NA,NA,NA,NA,352,6,957
"2962","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","3g cephalosporins","BSI","global",29,379,126,845,"global",9,317,-123,744,348,-58,794
"2963","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","carbapenems","BSI","wbregion",2,361,-1735,2612,NA,NA,NA,NA,NA,361,-1735,2612
"2964","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","glycopeptides","BSI","global",14,620,202,1427,"global",5,2812,-739,6295,1716,-149,5658
"2965","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","penicillins","BSI","global",27,406,116,1000,"global",12,227,-91,539,317,-37,855
"2966","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","3g cephalosporins","COL/INF","global",13,827,239,1890,"global",6,392,-384,1142,610,-279,1714
"2967","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","carbapenems","COL/INF","global",21,513,166,1207,"global",10,3389,647,6605,1951,179,6111
"2968","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","glycopeptides","COL/INF","global",7,400,29,1056,"global",4,21219,-2238,45094,10809,-72,41283
"2969","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","penicillins","COL/INF","global",14,254,23,701,"global",7,3137,-3814,10300,1695,-2841,9528
"2970","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","3g cephalosporins","RTI","global",7,30,-402,419,NA,NA,NA,NA,NA,30,-402,419
"2971","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","carbapenems","RTI","global",4,145,-633,1017,"global",1,6637,-5267,19863,3391,-3536,17095
"2972","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","tb","mdr","RTI","global",3,11253,-5463,36656,"global",1,48132,-46266,145819,29693,-30676,129567
"2973","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","penicillins","RTI","global",13,163,20,446,"global",5,-762,-5425,3360,-300,-4414,2778
"2974","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","penicillins","SSI","global",2,579,176,1358,"global",2,35099,-14941,85952,17839,-6336,77280
"2975","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","penicillins","SSTI","global",2,929,183,2319,"global",2,619,-522,1688,774,-368,2081
"2976","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","3g cephalosporins","UTI","global",4,276,85,656,"global",2,1539,-909,3907,908,-540,3505
"2977","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gn","carbapenems","UTI","wbregion",1,448,-121,1401,NA,NA,NA,NA,NA,448,-121,1401
"2978","SYR","EMRO E","Middle East & North Africa","EMRO","Low income","gp","glycopeptides","UTI","global",1,153,-4218,4561,NA,NA,NA,NA,NA,153,-4218,4561
"2979","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,24,1,71,NA,NA,NA,NA,NA,24,1,71
"2980","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,25,9,57,"global",9,323,-114,787,174,-70,724
"2981","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,30,8,72,NA,NA,NA,NA,NA,30,8,72
"2982","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,42,14,94,"global",5,2806,-761,6238,1424,-138,5720
"2983","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,97,35,210,"global",12,217,-88,526,157,-43,478
"2984","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,20,8,41,"whoc",1,118,-106,337,69,-66,301
"2985","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,33,12,75,"global",10,3464,474,6479,1749,12,6068
"2986","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,26,1,73,"global",4,22260,-107,44745,11143,1,41369
"2987","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,16,1,43,"global",7,3006,-3775,10453,1511,-2942,9034
"2988","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,1,-22,29,NA,NA,NA,NA,NA,1,-22,29
"2989","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,10,-43,66,"global",1,6321,-5787,18849,3166,-4311,16485
"2990","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,747,-319,2412,"global",1,46134,-49840,139588,23441,-35640,129380
"2991","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,11,2,26,"global",5,-885,-5173,3624,-437,-4598,2816
"2992","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,39,12,83,"global",2,36959,-15799,87299,18499,-7645,79454
"2993","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,60,10,146,"global",2,615,-474,1733,337,-354,1550
"2994","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,18,6,40,"global",2,1523,-823,3814,771,-497,3480
"2995","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,49,0,124,NA,NA,NA,NA,NA,49,0,124
"2996","TCD","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,5,-305,301,NA,NA,NA,NA,NA,5,-305,301
"2997","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,15,0,43,NA,NA,NA,NA,NA,15,0,43
"2998","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,17,6,37,"global",9,311,-151,785,164,-81,696
"2999","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,20,6,47,NA,NA,NA,NA,NA,20,6,47
"3000","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,28,10,61,"global",5,3002,-472,6427,1515,7,5912
"3001","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,64,26,134,"global",12,208,-83,499,136,-30,447
"3002","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,13,5,27,"whoc",1,117,-119,337,65,-72,313
"3003","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,22,8,48,"global",10,3458,204,6589,1740,8,6078
"3004","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,17,1,46,"global",4,21649,-1287,44055,10833,0,40788
"3005","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,11,1,30,"global",7,3182,-4562,10512,1597,-3085,9209
"3006","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,1,-17,19,NA,NA,NA,NA,NA,1,-17,19
"3007","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,6,-29,43,"global",1,6091,-5410,18007,3049,-4256,16307
"3008","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,516,-162,1594,"global",1,49207,-47115,144442,24862,-32032,129533
"3009","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,7,1,19,"global",5,-841,-5608,3418,-417,-4877,3009
"3010","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,26,9,57,"global",2,35809,-15868,84774,17917,-7264,79553
"3011","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,40,8,93,"global",2,640,-418,1719,340,-242,1550
"3012","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,12,4,26,"global",2,1548,-808,3829,780,-403,3485
"3013","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,33,2,85,NA,NA,NA,NA,NA,33,2,85
"3014","TGO","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,9,-188,195,NA,NA,NA,NA,NA,9,-188,195
"3015","THA","SEARO B","East Asia & Pacific","SEARO","Upper middle income","gp","penicillins","B-J","income",1,655,-759,2426,NA,NA,NA,NA,NA,655,-759,2426
